unitcode,title,level,outcome_number,original_outcome,rewritten_outcome,evaluation,status,feedback,assessment,processing_time
PSYC3399,Special unit: Psychology: Specialist Research Topics,3,1,identify research questions,,ALREADY_GOOD,GOOD,"This outcome appropriately asks students to *apply* their knowledge to a practical task, fitting Level 3.","group work, individual assessment",2.154913698
PSYC3399,Special unit: Psychology: Specialist Research Topics,3,2,develop awareness of ethical issues in psychological research,Apply ethical principles to the design and conduct of psychological research.,GOOD,NEEDS_REVISION,"This outcome focuses on awareness, which is a lower-order thinking skill (Knowledge/Comprehension) and doesn’t require application.","group work, individual assessment",2.154913698
PSYC3399,Special unit: Psychology: Specialist Research Topics,3,3,design an experiment to answer the research question,,ALREADY_GOOD,GOOD,"This outcome requires students to *apply* their understanding of experimental design, making it suitable for Level 3.","group work, individual assessment",2.154913698
PSYC3399,Special unit: Psychology: Specialist Research Topics,3,4,collaborate with others in a team,Apply teamwork skills to effectively conduct a research project.,GOOD,COULD_IMPROVE,"While collaboration is valuable, this outcome is somewhat vague and doesn’t explicitly demonstrate application of psychological research skills.",group work,2.154913698
PSYC3399,Special unit: Psychology: Specialist Research Topics,3,5,analyse and interpret the data,,ALREADY_GOOD,GOOD,"This outcome directly asks students to *apply* analytical skills to research data, aligning with Level 3.","group work, individual assessment",2.154913698
PSYC3399,Special unit: Psychology: Specialist Research Topics,3,6,communicate the results both orally and in writing,,ALREADY_GOOD,GOOD,"This outcome requires students to *apply* communication skills to present research findings, fitting Level 3.","group work, individual assessment, participation",2.154913698
PSYC3399,Special unit: Psychology: Specialist Research Topics,3,7,give and receive feedback,Apply constructive feedback to improve the quality of research reports and presentations.,GOOD,COULD_IMPROVE,"Similar to collaboration, this is a valuable skill but doesn’t inherently demonstrate application of research knowledge. The unit has 7 Learning Outcomes, which is within the acceptable range of 3-6 for a 6-point unit. While most outcomes align with the expected Application (Level 3) Bloom’s Taxonomy level, two outcomes require revision to better reflect the application of skills and knowledge rather than simply awareness or participation.","group work, individual assessment",2.154913698
PSYC3XXY,Psychopathology,3,1,"have a good working knowledge of general approaches to the assessment, explanation and treatment of psychopathology","Apply knowledge of general approaches to the assessment, explanation and treatment of psychopathology to case studies.",GOOD,NEEDS_REVISION,This outcome focuses on ‘knowledge’ rather than ‘application’ as it uses the verb ‘have knowledge of’.,"assignment, exam",2.874764681
PSYC3XXY,Psychopathology,3,2,appreciate the clinical symptomatology and general diagnostic criteria for each class of psychological disorder introduced within the lecture program,Distinguish the clinical symptomatology and general diagnostic criteria for each class of psychological disorder introduced within the lecture program.,GOOD,NEEDS_REVISION,The verb ‘appreciate’ is not action-oriented and falls into the ‘affective domain’ rather than cognitive.,exam,2.874764681
PSYC3XXY,Psychopathology,3,3,"have good knowledge of its epidemiology, fully understand specific causal models for this disorder and describe the specific treatment implications of each such model for this condition",Utilise epidemiological data and causal models to determine appropriate treatment implications for specific psychological disorders.,GOOD,NEEDS_REVISION,This outcome relies heavily on ‘knowledge’ and ‘understanding’ verbs.,"assignment, exam",2.874764681
PSYC3XXY,Psychopathology,3,4,"fully understand the multidimensional, integrative perspective (wherever applicable) that represents current 'state-of-the-science' knowledge of this disorder and describe the treatment implications of such integrative approaches","Apply a multidimensional, integrative perspective to analyse the treatment implications of specific psychological disorders.",GOOD,NEEDS_REVISION,"Again, this outcome is centred around ‘understanding’ and ‘describing’ rather than applying.","assignment, exam",2.874764681
PSYC3XXY,Psychopathology,3,5,appreciate ethical issues in mental health and demonstrate awareness of applications of abnormal psychology to social and public policy issues,Apply ethical principles to analyse case studies in mental health and evaluate the application of abnormal psychology to social and public policy issues.,GOOD,NEEDS_REVISION,‘Appreciate’ and ‘demonstrate awareness’ are weak verbs.,"assignment, exam",2.874764681
PSYC3XXY,Psychopathology,3,6,analyse data and investigate relationships between clinically relevant variables and behaviour,,ALREADY_GOOD,GOOD,"This outcome uses the verb ‘analyse’ and ‘investigate’ which are appropriate for the Application level and clearly indicates an active process. The provided Learning Outcomes are generally not aligned with the expected Bloom's level of Application (Level 3) for this unit, relying heavily on knowledge and comprehension verbs. While the quantity of six Learning Outcomes is appropriate for a 6-point unit, significant revisions are needed to ensure they focus on applying knowledge and skills rather than simply knowing or understanding concepts.",lab assessments,2.874764681
INMX0103,"Information, Technology and Systems",0,1,,,ALREADY_GOOD,ERROR,,,24.40071945
INMX0103,"Information, Technology and Systems",0,2,,,ALREADY_GOOD,ERROR,,,24.40071945
INMX0103,"Information, Technology and Systems",0,3,,,ALREADY_GOOD,ERROR,,,24.40071945
INMX0103,"Information, Technology and Systems",0,4,,,ALREADY_GOOD,ERROR,,,24.40071945
INMX0103,"Information, Technology and Systems",0,5,,,ALREADY_GOOD,ERROR,,,24.40071945
LAWS3391,Special unit: Law and Religion,3,1,acquire an appreciation of religious diversity in Australia,Describe the key characteristics of religious diversity in Australia.,GOOD,NEEDS_REVISION,"This outcome uses the prohibited phrase ""appreciation of"" and focuses on a feeling rather than a demonstrable skill.","Reflection papers, oral presentations and research essay",3.736148596
LAWS3391,Special unit: Law and Religion,3,2,consider the implications of such religious diversity for Australian law,Apply legal principles to analyse the implications of religious diversity in Australia.,GOOD,COULD_IMPROVE,"While 'consider' is acceptable, it's weak for Level 3. It could be strengthened to demonstrate a more active application of knowledge.","Reflection papers, oral presentations and research essay",3.736148596
LAWS3391,Special unit: Law and Religion,3,3,undertake research of a specific issue examining the relationships between law and religion,,ALREADY_GOOD,GOOD,"This outcome clearly requires application of research skills to a specific legal and religious issue, fitting well within Level 3. The unit has 3 Learning Outcomes, which is appropriate for a 6-point unit. However, one outcome requires significant revision due to prohibited phrasing and a focus on feeling, while another could be strengthened to more clearly demonstrate application of knowledge.","Reflection papers, oral presentations and research essay",3.736148596
TYLS1???,Academic Skills 2,1,1,develop personal organisation and motivation through self-evaluation and reflection.,Identify strategies for personal organisation and motivation.,GOOD,NEEDS_REVISION,This outcome moves beyond simple recall and into application/synthesis.,,1.805923515
TYLS1???,Academic Skills 2,1,2,adopt and apply time management strategies through the use of timetables and planners,"List common time management strategies, such as using timetables and planners.",GOOD,NEEDS_REVISION,"This outcome is at the application level, not knowledge.",,1.805923515
TYLS1???,Academic Skills 2,1,3,"use information technology systems, such as library database to support learning and assessment activities",Name information technology systems available to support learning and assessment.,GOOD,NEEDS_REVISION,This outcome is at the application level.,,1.805923515
TYLS1???,Academic Skills 2,1,4,improve academic writing practises including formatting assignments and correct use of referencing systems,"Identify key elements of academic writing, including formatting and referencing systems.",GOOD,NEEDS_REVISION,"This outcome implies application and improvement, exceeding the knowledge level.",,1.805923515
TYLS1???,Academic Skills 2,1,5,employ effective oral communication practices via informal and formal presentation methods,"Describe different methods of oral communication, including informal and formal presentations.",GOOD,NEEDS_REVISION,This outcome is at the application level.,,1.805923515
TYLS1???,Academic Skills 2,1,6,participate effectively within teams,List characteristics of effective team participation.,GOOD,NEEDS_REVISION,This outcome is at the application level.,,1.805923515
TYLS1???,Academic Skills 2,1,7,demonstrate critical thinking strategies through the use of mind mapping and brain storming,Define critical thinking and list strategies such as mind mapping and brainstorming.,GOOD,NEEDS_REVISION,This outcome requires demonstration (application) and critical thinking (analysis).,,1.805923515
TYLS1???,Academic Skills 2,1,8,develop examination and reading skills,Identify strategies for effective examination preparation and reading.,GOOD,NEEDS_REVISION,This outcome implies application and development.,,1.805923515
TYLS1???,Academic Skills 2,1,9,"create a professional portfolio including a covering letter, resume' and personal statement","List the components of a professional portfolio, such as a covering letter, resume, and personal statement.",GOOD,NEEDS_REVISION,"This outcome is at the synthesis level. The provided Learning Outcomes are largely inappropriate for a Level 1 (Knowledge) unit, as they consistently aim for higher-order thinking skills like application, synthesis, and analysis. The quantity of nine outcomes is also too high for a 6-point unit, which should ideally have between 3 and 6. All outcomes require significant revision to align with the expected Bloom's Taxonomy level.",,1.805923515
PSYC5516,Professional Issues in Industrial and Organisational Psychology,5,1,understand the National Practice Standards for the Mental Health Workforce and the Australian Psychological Society Code of Conduct,Develop a comprehensive plan integrating the National Practice Standards for the Mental Health Workforce and the Australian Psychological Society Code of Conduct to address complex ethical dilemmas in workplace scenarios.,GOOD,NEEDS_REVISION,"This outcome is at the Comprehension level, not Synthesis.","quiz, practical interview, presentation, report",4.279962142
PSYC5516,Professional Issues in Industrial and Organisational Psychology,5,2,apply the National Practice Standards for the Mental Health Workforce and the Australian Psychological Society Code of Conduct to their professional work,"Design and implement a professional practice protocol, informed by the National Practice Standards for the Mental Health Workforce and the Australian Psychological Society Code of Conduct, to enhance ethical decision-making in a specific organisational context.",GOOD,COULD_IMPROVE,"While 'apply' is in the Application level, for a Level 5 unit, it needs to be more generative.","quiz, practical interview, presentation, report",4.279962142
PSYC5516,Professional Issues in Industrial and Organisational Psychology,5,3,recognise professional issues they may face in their profession and develop adequate solutions for them,"Formulate innovative strategies to proactively address emerging professional issues in Industrial and Organisational Psychology, justifying their effectiveness based on ethical principles and best practice guidelines.",GOOD,COULD_IMPROVE,"'Recognise' is Knowledge and 'develop' is Application, making this outcome mixed and not fully at the Synthesis level. The three learning outcomes are within the appropriate quantity for a 6-point unit, however, they do not consistently align with the expected Bloom's Taxonomy level of Synthesis (Level 5) and require revisions to focus on creating, designing, or formulating new approaches rather than simply understanding, applying, or recognising existing information.","quiz, practical interview, presentation, report",4.279962142
LAWS5222,Working with the Written Law,5,1,understand and describe (a) key features of the legal system and the law making processes in Australia; (b) the relationship between legislation and court-made law,"Develop a comprehensive overview of the Australian legal system, synthesising information about law-making processes and the interplay between legislation and court-made law to propose improvements to legal education resources.",GOOD,NEEDS_REVISION,This outcome is at the Comprehension level (understand and describe) and does not meet the requirements of a Level 5 (Synthesis) unit.,"Assessment of legislation memorandum, Class presentation/participation and Examination",3.11207428
LAWS5222,Working with the Written Law,5,2,understand (a) the role of legislation in policy and regulation; (b) the key legal principles governing the interpretation of legislation,"Formulate a policy proposal utilising legislation, demonstrating an understanding of key legal principles of interpretation and justifying its effectiveness.",GOOD,NEEDS_REVISION,"Similar to the first outcome, this focuses on understanding, which is a lower-order Bloom's Taxonomy level.","Assessment of legislation memorandum, Class presentation/participation and Examination",3.11207428
LAWS5222,Working with the Written Law,5,3,demonstrate analytical skills appropriate to the assessment of proposed or existing legislation,Synthesise analytical findings from proposed or existing legislation to create a comparative report outlining potential impacts and recommending amendments.,GOOD,COULD_IMPROVE,"While 'demonstrate' is acceptable, the outcome is somewhat vague and could be strengthened to explicitly require synthesis.","Assessment of legislation memorandum, Class presentation/participation and Examination",3.11207428
LAWS5222,Working with the Written Law,5,4,demonstrate skills appropriate for locating material relevant to the analysis and interpretation of legislation and court-made law,"Compile a comprehensive legal research portfolio, integrating diverse sources of legislation and case law to support a novel legal argument.",GOOD,NEEDS_REVISION,"This outcome focuses on demonstrating a skill, which is Application, not Synthesis.","Assessment of legislation memorandum, Class presentation/participation and Examination",3.11207428
LAWS5222,Working with the Written Law,5,5,"communicate information, ideas and arguments about legislation in a clear and logical manner","Construct a persuasive legal argument regarding a specific piece of legislation, integrating research and analysis to propose a new interpretation or application.",GOOD,COULD_IMPROVE,"This outcome is acceptable but leans towards Comprehension/Application. The Learning Outcomes, as currently written, largely fall below the expected Bloom's Taxonomy level for a Level 5 unit, primarily focusing on Comprehension and Application. The quantity of 5 Learning Outcomes is appropriate for a 6-point unit, but significant revisions are needed to elevate them to the Synthesis level.","Assessment of legislation memorandum, Class presentation/participation and Examination",3.11207428
NURS1002,Cultural Safety in Healthcare,1,1,demonstrate capability to engage in self-reflection and lifelong learning through a spirit of inquiry and an ongoing commitment to ensuring capability for practice in self and others,Define the principles of self-reflection and lifelong learning in the context of cultural safety.,GOOD,NEEDS_REVISION,"This outcome uses prohibited phrasing (""capability"") and is far too complex for a Level 1 (Knowledge) outcome.","e-portfolio assessment tasks
end of semester viva",2.280585974
NURS1002,Cultural Safety in Healthcare,1,2,"apply discipline knowledge and practice in the care of Aboriginal and Torres Strait Islander Peoples and other culturally and linguistically diverse individuals and groups across the lifespan, within various metropolitan and regional health care contexts",List key considerations when providing healthcare to Aboriginal and Torres Strait Islander Peoples.,BAD,NEEDS_REVISION,This outcome is at the Application level (Bloom's Taxonomy) and is therefore inappropriate for a Level 1 unit.,"e-portfolio assessment tasks
end of semester viva",2.280585974
NURS1002,Cultural Safety in Healthcare,1,3,"initiate, maintain and conclude effective, professional and collaborative therapeutic relationships with patients/clients, families and communities",Identify the components of an effective therapeutic relationship.,GOOD,NEEDS_REVISION,"This outcome requires a level of action (initiate, maintain, conclude) that is beyond the scope of a Knowledge-level outcome.","e-portfolio assessment tasks
end of semester viva",2.280585974
NURS1002,Cultural Safety in Healthcare,1,4,"demonstrate inclusive, evidenced-based, person-centred, culturally safe care across the health-illness continuum, within various metropolitan and regional health care contexts",Define the key principles of culturally safe care.,GOOD,NEEDS_REVISION,"The verb ""demonstrate"" implies Application, not Knowledge.","e-portfolio assessment tasks
end of semester viva",2.280585974
NURS1002,Cultural Safety in Healthcare,1,5,demonstrate digital capabilities and the implementation of digital health technologies in the delivery of effective care,Name common digital health technologies used in healthcare.,GOOD,NEEDS_REVISION,"Again, ""demonstrate"" is an action verb requiring a higher Bloom's level.","e-portfolio assessment tasks
end of semester viva",2.280585974
NURS1002,Cultural Safety in Healthcare,1,6,contribute discipline knowledge to effectively collaborate within interprofessional healthcare teams,List the roles of different healthcare professionals within an interprofessional team.,GOOD,NEEDS_REVISION,"""Contribute"" and ""collaborate"" are action verbs that are not appropriate for a Level 1 outcome.","e-portfolio assessment tasks
end of semester viva",2.280585974
NURS1002,Cultural Safety in Healthcare,1,7,apply robust research skills to generate and analyse evidence to make informed decisions to support safe and quality health care,Define the basic steps of the research process.,GOOD,NEEDS_REVISION,This outcome is clearly at the Application and Analysis levels.,"e-portfolio assessment tasks
end of semester viva",2.280585974
NURS1002,Cultural Safety in Healthcare,1,8,"advocate for patients/clients, communities and the profession, forming respectful partnerships to achieve positive outcomes",State the importance of patient advocacy in healthcare.,GOOD,NEEDS_REVISION,"""Advocate"" and ""forming"" are action verbs that are not appropriate for a Level 1 outcome. The provided Learning Outcomes are largely inappropriate for a Level 1 (Knowledge) unit, consistently using verbs from higher Bloom's Taxonomy levels. The quantity of eight outcomes is also above the recommended range of 3-6 for a 6-point unit; significant revision is required to align these outcomes with the specified level and quantity.","e-portfolio assessment tasks
end of semester viva",2.280585974
CHIN2404,Chinese 4,2,1,"develop a consolidation of their current Chinese language base with the ability to speak at length in Chinese about various social activities, cultural events, economic development and life changes it has brought, health issues and future plans and expectations. Specifically, they are able to (a) discuss various sports; (b) discuss cultural components such as Peking opera, influential books, etc.; (c) describe travel experiences; (d) talk about economic development and changes in life; (e) talk about health issues; (f) translate rudimentary Chinese text into idiomatic English; and (g) competently use a Chinese–English dictionary to decipher unknown characters and phrases","Explain and discuss various social activities, cultural events, economic development, life changes, health issues, and future plans in Chinese, demonstrating the ability to translate rudimentary Chinese text into idiomatic English and utilise a Chinese–English dictionary.",GOOD,COULD_IMPROVE,"This outcome attempts to cover a broad range of speaking abilities, but the verb ""develop"" is too vague for Level 2.",participation; tests and assignments.,6.889764905
CHIN2404,Chinese 4,2,2,"refine generic skills so that they understand and are aware of Chinese language in general. The study of Chinese not only increases proficiency, it also boosts awareness and communication. This includes sensitivity to language and language use, knowledge and understanding of the principles according to which languages are organised and used, and general phonetic awareness and skills","Illustrate how the study of Chinese enhances communication skills and phonetic awareness, and describe the principles governing language organisation and use.",GOOD,NEEDS_REVISION,"This outcome uses prohibited words (""understand,"" ""aware"") and focuses on abstract concepts rather than demonstrable skills. The two Learning Outcomes provided are within the acceptable range for a 6-point unit. However, both outcomes require revision to better align with the Comprehension level of Bloom's Taxonomy, focusing on demonstrable skills rather than abstract understanding or awareness.",participation; tests and assignments.,6.889764905
MUSC3541,Principal Studies 5,3,1,"in Performance—(a) demonstrate instrumental/vocal technique beyond the intermediate tertiary level attained at Level 2; (b) demonstrate advanced control of intonation, rhythm, accuracy, articulation and tone quality through performance of advanced technical work and repertoire; (c) prepare repertoire with a technical emphasis that incorporates vocal/instrumental literature of greater difficulty and complexity than that studied at Level 2; (d) demonstrate musicianship through sophistication of phrasing, dynamic control and general expression beyond the level attained in MUSC2542 Principal Studies 4; (e) demonstrate sophistication in collaborative music making skills appropriate to this level of tertiary performance, and (f) demonstrate an increasing sophistication of performance practice conventions and style beyond that studied at Level 2;",,ALREADY_GOOD,GOOD,"This outcome focuses on applying learned techniques at a higher level, fitting the Application level well.",a solo repertoire examination; collaborative music project; participation,6.933515231
MUSC3541,Principal Studies 5,3,2,"in Musicology—(a) demonstrate advanced knowledge of music's social, historical, political and philosophical contexts; (b) evaluate sources and concepts related to music; (c) formulate original and creative modes of thinking and communicating about music, suitable for a range of audiences and supported by scholarly practices; (d) demonstrate individual initiative and the capacity to undertake high-level modes of critical enquiry; and (e) work collaboratively and in interdisciplinary contexts",,ALREADY_GOOD,GOOD,"This outcome requires students to *demonstrate* control in a practical setting, aligning with the Application level.",portfolio of scholarly work; music research project; participation,6.933515231
MUSC3541,Principal Studies 5,3,3,"in Composition—(a) demonstrate command (where utilised) of relevant technologies for composition and performance; (b) apply advanced compositional techniques to the development of original compositions; (c) demonstrate competence with idiomatic and extended scoring for acoustic instruments, in solo and small chamber ensemble contexts; (d) demonstrate sophistication in collaborative music making skills appropriate to this level of tertiary performance; (e) verbally communicate their own creative ideas and analytical insights to others about their own work; and (f) produce legible scores and parts suitable for performance; and work of other composers",,ALREADY_GOOD,GOOD,"This outcome asks students to *prepare* repertoire, a clear application of skills.",composition projects and listening/repertoire examination; collaborative music project; participation,6.933515231
ITAL3408,Italian Studies 8,3,1,read contemporary Italian with a high level of understanding of the 'linguistic' and 'cultural' meanings of texts,"Apply comprehension skills to interpret contemporary Italian texts, identifying linguistic and cultural nuances to support informed analysis.",GOOD,COULD_IMPROVE,This outcome leans towards comprehension rather than application.,(1) oral activities; (2) in-class tests; (3) engagement,2.794318199
ITAL3408,Italian Studies 8,3,2,demonstrate an understanding of spoken Italian in face-to-face situations and from screen-based sources,Utilise spoken Italian in face-to-face interactions and when interpreting screen-based sources to successfully complete communicative tasks.,GOOD,NEEDS_REVISION,The verb 'demonstrate an understanding' is weak and falls into the comprehension domain.,(1) oral activities; (2) in-class tests; (3) engagement,2.794318199
ITAL3408,Italian Studies 8,3,3,express themselves with accuracy and fluency in spoken and written Italian,,ALREADY_GOOD,GOOD,"This outcome appropriately uses the verb 'express' which aligns with application, requiring students to *use* their language skills.",(1) oral activities; (2) in-class tests; (3) engagement,2.794318199
ITAL3408,Italian Studies 8,3,4,integrate their language awareness with higher sociocultural knowledge by reading literary texts,"Apply sociocultural knowledge to interpret literary texts in Italian, demonstrating an understanding of the relationship between language and culture.",GOOD,COULD_IMPROVE,"This outcome focuses on integrating knowledge, which is more aligned with synthesis.",(1) oral activities; (2) in-class tests; (3) engagement,2.794318199
ITAL3408,Italian Studies 8,3,5,) attain a level between Level B2 and C1 of the Common European Framework of Reference for Languages (CEFR),"Apply Italian language skills to achieve performance benchmarks consistent with Level B2/C1 of the CEFR, as demonstrated through assessed tasks.",GOOD,NEEDS_REVISION,"This is a statement of a desired outcome, not a demonstrable skill and doesn't use an action verb. The unit has 5 Learning Outcomes, which is within the acceptable range for a 6-point unit. However, several outcomes require revision to more strongly align with the Application level of Bloom’s Taxonomy, focusing on students actively *using* their Italian language skills rather than simply understanding or knowing about them.",(1) oral activities; (2) in-class tests; (3) engagement,2.794318199
COMM5610,Management and Editorial,5,1,understand the history of editorial and management clashes within media organisations,"Develop a historical analysis of editorial and management clashes within media organisations, identifying recurring patterns and their impact on organisational structure.",GOOD,NEEDS_REVISION,"This outcome is at the Comprehension level, focusing on recalling and explaining historical events, not synthesising new ideas.",Essay,3.086723387
COMM5610,Management and Editorial,5,2,examine in detail the multitude of challenges facing modern media managers and editors,"Formulate a comprehensive report analysing the challenges facing modern media managers and editors, proposing innovative strategies for mitigation.",GOOD,COULD_IMPROVE,"While 'examine' leans towards Analysis, it doesn't quite reach the Synthesis level of creating something new.",Essay,3.086723387
COMM5610,Management and Editorial,5,3,"compare and contrast approaches to management and editorial in print, broadcast and online organisations","Design a hybrid management and editorial model for a multi-platform media organisation, integrating best practices from print, broadcast, and online environments.",GOOD,NEEDS_REVISION,"This outcome is firmly within the Analysis level, focusing on differentiating existing approaches.",Essay and Business Plan,3.086723387
COMM5610,Management and Editorial,5,4,generate possible solutions to declining revenue streams and declining circulation and broadcast figures,,ALREADY_GOOD,GOOD,"This outcome appropriately targets the Synthesis level, requiring students to create new solutions to complex problems. The unit has 4 Learning Outcomes, which is within the acceptable range for a 6-point unit. However, two of the outcomes are misaligned with the expected Bloom's Taxonomy level of Synthesis and require revision to focus on creating, designing, or formulating new approaches rather than simply understanding, examining, or comparing existing ones.",Business Plan,3.086723387
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,1,"understand the pathogenesis, morphology and clinical laboratory manifestations of disease processes at organ and whole-body level","Formulate a differential diagnosis based on the integrated analysis of pathogenesis, morphology, and clinical laboratory manifestations of disease processes.",GOOD,NEEDS_REVISION,"This outcome is at the Comprehension level, focusing on describing rather than creating or synthesising new understanding.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,2,"accurately observe, describe and interpret diseased tissue",Synthesise observations of diseased tissue to generate a comprehensive pathological report incorporating morphological features and potential diagnoses.,GOOD,COULD_IMPROVE,"While 'interpret' leans towards analysis, the overall outcome is still descriptive and could be strengthened to require a more active synthesis of information.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,3,describe the significance of tissue morphology in recognising disease processes,Design a diagnostic algorithm utilising tissue morphology to differentiate between related disease processes.,GOOD,NEEDS_REVISION,"This outcome is firmly in the Comprehension domain, simply asking for an explanation of significance.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,4,surgically dissect tissue specimens and select representative portions for microscopic analyis,,ALREADY_GOOD,GOOD,"This outcome requires practical application and a degree of decision-making in selecting representative samples, fitting the Synthesis level.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,5,describe various structural lesions in the samples provided and discuss the pathogenetic processes present and wherever possible arrive at a diagnosis,"Develop a comprehensive pathological report integrating structural lesion descriptions, pathogenetic processes, and a justified diagnosis based on provided samples.",GOOD,COULD_IMPROVE,"The 'describe' and 'discuss' elements are lower-order thinking skills, while 'arrive at a diagnosis' hints at analysis, but doesn't fully reach synthesis.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,6,correlate patient clinical history with observations of the diseased tissue,Construct a patient-specific pathological assessment integrating clinical history and tissue observations to propose a tailored management plan.,GOOD,COULD_IMPROVE,"This outcome is primarily analytical, focusing on relating information.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,7,interpret and apply the principles of the scientific evidence base of medicine,Evaluate and synthesise current scientific literature to formulate evidence-based recommendations for neuropathological diagnosis and reporting.,GOOD,NEEDS_REVISION,"'Interpret and apply' is Application level, not Synthesis.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
PATH5538,"Surgical Pathology 6—Neuropathology, Head and Neck",5,8,be aware of the limitations of oneâ€™s own knowledge and the ability and desire to seek additional information,"Develop a research strategy to address knowledge gaps encountered during pathological analysis, utilising relevant databases and resources.",GOOD,NEEDS_REVISION,"This outcome focuses on metacognition and is not a measurable learning outcome within Bloom's Taxonomy. The provided Learning Outcomes are a mixed bag, with several falling below the expected Synthesis level for a Level 5 unit. The quantity of 8 outcomes is appropriate for a 6-point unit, but significant revisions are needed to ensure all outcomes align with the desired Bloom's Taxonomy level and focus on creating or synthesising new knowledge.","All marterial presented via lectures, tutorials and addditional material on LMS is assessable.
Assessment comprises an allocated seminar presentation  to peers in the department at week 5 of the semester to demonstrate the ability of the student to describe, analyse, interpret and discuss a particular disease in a patient and two (2) end of semester examinations to assess knowledge and understanding of systemic pathology and the pathologic basis of disease:",2.231951922
CITS5502,Software Processes,5,1,describe the fundamentals of group dynamics and how they affect a software process,Design strategies to leverage group dynamics for improved software process outcomes.,GOOD,NEEDS_REVISION,This outcome is at the Comprehension level (explain) and does not meet the requirements of a Level 5 (Synthesis) unit.,assignments,2.487588127
CITS5502,Software Processes,5,2,critically evaluate a process and customise it to specific development environments,,ALREADY_GOOD,GOOD,"This outcome appropriately uses evaluative and creative verbs (critically evaluate, customise) and aligns with the Synthesis level, requiring students to create a new solution based on analysis.",research project,2.487588127
CITS5502,Software Processes,5,3,employ mechanisms for the measurement and assessment of process effectiveness,"Develop and implement mechanisms for the measurement and assessment of process effectiveness, and propose improvements based on the results.",GOOD,COULD_IMPROVE,"While 'employ' is an Application verb, the focus on 'measurement and assessment' leans towards Analysis rather than creating something new.",assignments; research project,2.487588127
CITS5502,Software Processes,5,4,critically comment on all aspects of software development life cycles and processes,"Design a novel software development lifecycle process, justifying its components through critical analysis of existing models.",GOOD,NEEDS_REVISION,'Critically comment' is closer to Analysis/Evaluation but lacks the creative element of Synthesis.,assignments,2.487588127
CITS5502,Software Processes,5,5,explain a number of key process methodologies and models,Combine elements from multiple process methodologies to create a hybrid approach suitable for a given project scenario.,GOOD,NEEDS_REVISION,This outcome is firmly at the Comprehension level (explain) and does not require synthesis.,assignments,2.487588127
CITS5502,Software Processes,5,6,improve and optimise processes,"Formulate and implement a plan to improve and optimise a given software process, documenting the rationale and expected benefits.",GOOD,COULD_IMPROVE,"'Improve' and 'optimise' are acceptable verbs, but the outcome is somewhat vague. The Learning Outcomes are a mixed bag, with only two fully aligned with the expected Synthesis level for a Level 5 unit. The quantity of six Learning Outcomes is appropriate for a 6-point unit, but significant revisions are needed to ensure all outcomes challenge students to create, design, or formulate new solutions rather than simply understanding or analysing existing ones.",research project,2.487588127
